32,11,31,1.0
32,11,-1,1.0
32,9,15,1.0
34,58,15,1.0
34,16,15,1.0
34,11,15,1.0
36,55,31,1.0
36,30,15,1.0
36,11,67,1.0
36,11,31,1.0
37,55,67,1.0
37,55,15,1.0
37,33,15,1.0
37,9,-1,1.0
38,58,67,1.0
38,58,31,1.0
39,58,-1,1.0
39,33,31,1.0
40,55,15,1.0
40,7,15,1.0
41,58,31,1.0
41,58,-1,1.0
41,55,31,1.0
41,11,31,1.0
42,58,31,1.0
43,30,31,1.0
43,11,15,1.0
43,7,67,1.0
43,7,31,1.0
46,58,15,1.0
46,55,67,1.0
46,11,31,1.0
47,61,31,1.0
47,55,15,1.0
47,35,15,1.0
47,33,15,1.0
47,11,31,1.0
47,9,31,1.0
47,9,-1,1.0
47,7,15,1.0
48,33,15,1.0
48,29,15,1.0
48,9,31,1.0
50,61,15,1.0
50,30,15,1.0
50,16,15,1.0
51,61,31,1.0
51,58,15,1.0
51,55,67,1.0
51,30,31,1.0
51,30,15,1.0
51,30,-1,1.0
51,29,67,1.0
51,16,31,1.0
51,16,15,1.0
51,9,-1,1.0
45,60,12,1.0
45,8,15,1.0
45,9,67,1.0
52,61,31,1.0
52,58,-1,1.0
52,55,67,1.0
52,55,15,1.0
52,33,15,1.0
52,30,67,1.0
52,11,15,1.0
52,9,31,1.0
52,9,15,1.0
52,7,67,1.0
52,7,15,1.0
53,30,31,1.0
53,11,15,1.0
54,11,31,1.0
54,9,67,1.0
54,9,31,1.0
54,7,31,1.0
54,61,67,1.0
54,61,15,1.0
54,58,15,1.0
54,55,15,1.0
54,16,15,1.0
56,61,15,1.0
56,55,67,1.0
56,55,31,1.0
56,55,15,1.0
56,35,31,1.0
56,33,31,1.0
56,30,67,1.0
56,30,15,1.0
56,30,-1,1.0
56,9,-1,1.0
56,7,67,1.0
56,7,31,1.0
57,55,31,1.0
65,58,31,1.0
66,61,31,1.0
66,61,15,1.0
66,58,-1,1.0
66,55,67,1.0
66,55,31,1.0
66,55,15,1.0
66,55,-1,1.0
66,35,31,1.0
66,35,15,1.0
66,33,67,1.0
66,33,31,1.0
66,33,15,1.0
66,33,-1,1.0
66,7,31,1.0
63,61,31,1.0
64,61,15,1.0
64,30,31,1.0
64,16,15,1.0
64,11,31,1.0
64,9,15,1.0
64,7,31,1.0
68,35,15,1.0
68,30,15,1.0
69,61,15,1.0
69,55,31,1.0
69,33,15,1.0
69,30,31,1.0
69,30,15,1.0
69,16,15,1.0
69,11,31,1.0
69,9,31,1.0
70,58,15,1.0
70,35,15,1.0
70,9,31,1.0
70,7,15,1.0
72,61,31,1.0
72,58,31,1.0
72,55,15,1.0
72,35,31,1.0
72,11,31,1.0
72,7,67,1.0
73,55,15,1.0
74,58,67,1.0
74,58,15,1.0
18,33,31,1.0
18,33,15,1.0
18,11,31,1.0
18,11,15,1.0
18,9,15,1.0
44,33,15,1.0
44,7,15,1.0
49,11,31,1.0
62,58,31,1.0
62,55,31,1.0
62,30,15,1.0
71,33,15,1.0
71,11,31,1.0
71,11,15,1.0
