4,11,31,6.0
4,11,15,6.0
56,61,31,6.0
4,58,15,4.0
4,58,31,4.0
5,61,15,4.0
47,11,15,4.0
51,55,15,4.0
51,33,31,4.0
51,11,15,4.0
66,11,15,4.0
4,61,15,3.0
4,55,15,3.0
4,33,31,3.0
4,9,15,3.0
5,58,31,3.0
17,7,15,3.0
21,55,31,3.0
22,55,15,3.0
24,58,15,3.0
24,11,31,3.0
24,7,31,3.0
47,55,31,3.0
47,61,15,3.0
47,7,31,3.0
52,58,31,3.0
52,55,31,3.0
52,61,15,3.0
56,58,15,3.0
56,33,15,3.0
64,55,15,3.0
0,58,15,2.0
0,55,15,2.0
0,58,31,2.0
3,11,31,2.0
3,33,15,2.0
3,58,15,2.0
3,7,31,2.0
4,7,15,2.0
4,7,31,2.0
4,61,67,2.0
4,30,15,2.0
4,16,15,2.0
4,61,31,2.0
4,55,31,2.0
4,11,67,2.0
6,30,31,2.0
5,9,31,2.0
17,58,15,2.0
17,33,15,2.0
17,11,15,2.0
17,61,31,2.0
20,11,31,2.0
21,58,15,2.0
23,61,31,2.0
24,9,15,2.0
24,35,31,2.0
24,11,15,2.0
24,30,15,2.0
24,33,15,2.0
24,29,15,2.0
25,55,15,2.0
37,58,15,2.0
38,11,31,2.0
40,11,15,2.0
51,9,15,2.0
51,61,15,2.0
51,35,15,2.0
51,11,31,2.0
52,58,15,2.0
52,33,31,2.0
52,11,31,2.0
54,33,15,2.0
56,11,31,2.0
56,58,31,2.0
56,11,15,2.0
56,33,67,2.0
56,7,15,2.0
56,30,31,2.0
59,33,31,2.0
66,58,15,2.0
66,30,15,2.0
66,58,31,2.0
69,33,31,2.0
74,58,31,2.0
0,11,15,1.0
0,55,31,1.0
0,61,31,1.0
0,9,15,1.0
0,61,15,1.0
0,7,31,1.0
0,29,15,1.0
0,16,15,1.0
1,55,15,1.0
1,33,15,1.0
1,30,15,1.0
1,58,15,1.0
2,30,31,1.0
2,33,31,1.0
2,9,31,1.0
3,58,31,1.0
3,30,31,1.0
3,16,67,1.0
3,16,31,1.0
3,11,15,1.0
4,9,31,1.0
4,30,31,1.0
4,58,67,1.0
4,33,15,1.0
4,16,67,1.0
6,58,67,1.0
6,58,31,1.0
6,35,31,1.0
6,33,67,1.0
6,11,15,1.0
6,9,67,1.0
6,9,31,1.0
10,58,15,1.0
10,11,31,1.0
10,7,31,1.0
5,11,67,1.0
5,11,31,1.0
5,7,31,1.0
5,58,15,1.0
5,55,31,1.0
5,55,15,1.0
5,33,31,1.0
5,16,15,1.0
13,61,31,1.0
13,61,15,1.0
13,16,31,1.0
13,16,15,1.0
14,11,31,1.0
14,11,15,1.0
17,55,15,1.0
17,33,31,1.0
17,30,31,1.0
17,30,15,1.0
17,16,31,1.0
17,16,15,1.0
17,11,31,1.0
17,9,67,1.0
17,9,15,1.0
19,61,31,1.0
19,11,31,1.0
19,7,15,1.0
20,58,15,1.0
20,33,15,1.0
20,11,15,1.0
20,9,31,1.0
20,7,67,1.0
20,7,31,1.0
21,61,15,1.0
21,58,67,1.0
21,58,31,1.0
21,55,67,1.0
21,55,15,1.0
21,35,15,1.0
21,33,31,1.0
21,33,15,1.0
21,30,15,1.0
21,16,15,1.0
21,11,31,1.0
21,11,15,1.0
22,58,67,1.0
22,55,67,1.0
22,55,31,1.0
22,33,15,1.0
22,11,15,1.0
23,16,15,1.0
23,11,15,1.0
24,58,-1,1.0
24,55,31,1.0
24,55,15,1.0
24,33,67,1.0
24,33,31,1.0
24,16,31,1.0
24,11,67,1.0
25,61,15,1.0
25,58,67,1.0
25,55,31,1.0
25,33,67,1.0
25,33,31,1.0
25,33,-1,1.0
25,11,-1,1.0
26,55,31,1.0
26,11,15,1.0
27,55,31,1.0
28,33,15,1.0
28,30,15,1.0
28,9,15,1.0
32,58,31,1.0
32,58,15,1.0
32,30,31,1.0
32,16,67,1.0
32,16,31,1.0
32,16,15,1.0
