-100,-100,23101.0,0.2769048916022487
-100,-100,23042.0,0.12246616882995444
-100,-100,23070.0,0.08638467059010095
-100,-100,23011.0,.
10,-100,23042.0,0.14343321977334364
10,-100,23101.0,-0.25088167335522327
10,-100,23070.0,-0.5
10,-100,23011.0,.
11,-100,23101.0,2.0969209334083803
11,-100,23042.0,1.609033059133944
11,-100,23070.0,-0.6207544528816882
11,-100,23011.0,.
5,-100,23070.0,1.572682139500674
5,-100,23042.0,-0.31006096486591256
5,-100,23101.0,-0.43661776092437804
5,-100,23011.0,.
9,-100,23070.0,1.7050349105384546
9,-100,23101.0,-0.4262911602338999
9,-100,23042.0,-0.4573017397069246
9,-100,23011.0,.
18,-100,23101.0,3.7617859249512238
18,-100,23070.0,-0.6370149548718624
18,-100,23011.0,.
18,-100,23042.0,.
13,-100,23070.0,8.655957040138345
13,-100,23042.0,-0.26789938364151267
13,-100,23101.0,-0.5
13,-100,23011.0,.
4,-100,23070.0,1.4934536164777263
4,-100,23101.0,0.7069765952678259
4,-100,23011.0,.
4,-100,23042.0,.
7,-100,23070.0,6.797289545389359
7,-100,23101.0,0.23056620777811498
7,-100,23011.0,.
7,-100,23042.0,.
0,-100,23101.0,1.2470159074642717
0,-100,23070.0,-0.39363012739745207
0,-100,23011.0,.
0,-100,23042.0,.
1,-100,23070.0,2.653930629242968
1,-100,23101.0,0.502652235176562
1,-100,23042.0,-0.7327305578214697
1,-100,23011.0,.
21,-100,23101.0,1.485172419534775
21,-100,23042.0,0.48517241953477525
21,-100,23070.0,-0.3266775043444139
21,-100,23011.0,.
14,-100,23042.0,4.198841499155261
14,-100,23101.0,2.63108715184187
14,-100,23070.0,-0.5940165271716784
14,-100,23011.0,.
16,-100,23042.0,0.22554691494228143
16,-100,23070.0,-0.6840377648479526
16,-100,23011.0,.
12,-100,23070.0,0.710514468874363
12,-100,23042.0,0.40743087411612655
12,-100,23101.0,-0.8424834193072955
12,-100,23011.0,.
3,-100,23101.0,6.267856560185335
3,-100,23042.0,-0.28056045863232243
3,-100,23070.0,-0.8740522169390665
3,-100,23011.0,.
20,-100,23042.0,0.4660407533970752
20,-100,23101.0,0.16016956434565938
20,-100,23070.0,-0.7259963270495534
20,-100,23011.0,.
9,2,23011.0,.
9,2,23070.0,.
9,2,23101.0,.
13,2,23070.0,.
4,2,23011.0,.
4,2,23070.0,.
0,2,23101.0,1.2470159074642717
0,2,23070.0,-0.39363012739745207
0,2,23011.0,.
0,2,23042.0,.
1,2,23070.0,2.653930629242968
1,2,23101.0,0.502652235176562
1,2,23042.0,-0.7327305578214697
1,2,23011.0,.
14,2,23070.0,.
12,2,23011.0,.
12,2,23042.0,.
12,2,23070.0,.
3,2,23101.0,6.267856560185335
3,2,23042.0,-0.28056045863232243
3,2,23070.0,-0.8740522169390665
3,2,23011.0,.
-100,2,23101.0,1.1354589758267986
-100,2,23070.0,-0.14217009590076815
-100,2,23042.0,-0.3591418081306771
-100,2,23011.0,.
11,6,23101.0,2.0969209334083803
11,6,23042.0,1.609033059133944
11,6,23070.0,-0.6207544528816882
11,6,23011.0,.
5,6,23070.0,1.572682139500674
5,6,23042.0,-0.31006096486591256
5,6,23101.0,-0.43661776092437804
5,6,23011.0,.
9,6,23070.0,1.7050349105384546
9,6,23101.0,-0.4262911602338999
9,6,23042.0,-0.4573017397069246
9,6,23011.0,.
4,6,23070.0,1.4934536164777263
4,6,23101.0,0.7069765952678259
4,6,23042.0,.
-100,6,23070.0,0.34919421606564616
-100,6,23042.0,0.18125041042430828
-100,6,23101.0,0.0764653079243619
-100,6,23011.0,.
7,8,23070.0,6.797289545389359
7,8,23101.0,0.23056620777811498
7,8,23042.0,.
-100,8,23070.0,6.797289545389359
-100,8,23101.0,0.23056620777811498
-100,8,23042.0,.
14,15,23042.0,4.198841499155261
14,15,23101.0,2.63108715184187
14,15,23070.0,-0.5940165271716784
14,15,23011.0,.
12,15,23070.0,0.710514468874363
12,15,23042.0,0.40743087411612655
12,15,23101.0,-0.8424834193072955
12,15,23011.0,.
-100,15,23042.0,1.4263832389706905
-100,15,23101.0,0.004008837755528497
-100,15,23070.0,-0.040683908221563515
-100,15,23011.0,.
21,17,23101.0,1.485172419534775
21,17,23042.0,0.48517241953477525
21,17,23070.0,-0.3266775043444139
21,17,23011.0,.
16,17,23042.0,0.22554691494228143
16,17,23070.0,-0.6840377648479526
16,17,23011.0,.
20,17,23042.0,0.4660407533970752
20,17,23101.0,0.16016956434565938
20,17,23070.0,-0.7259963270495534
20,17,23011.0,.
-100,17,23101.0,0.5333775080605412
-100,17,23042.0,0.39045893283204397
-100,17,23070.0,-0.5978232256429089
-100,17,23011.0,.
10,19,23042.0,0.14343321977334364
10,19,23101.0,-0.25088167335522327
10,19,23070.0,-0.5
10,19,23011.0,.
5,19,23070.0,.
9,19,23042.0,.
9,19,23070.0,.
9,19,23101.0,.
18,19,23101.0,3.7617859249512238
18,19,23070.0,-0.6370149548718624
18,19,23011.0,.
18,19,23042.0,.
13,19,23070.0,8.655957040138345
13,19,23042.0,-0.26789938364151267
13,19,23101.0,-0.5
13,19,23011.0,.
7,19,23011.0,.
7,19,23042.0,.
7,19,23070.0,.
7,19,23101.0,.
0,19,23011.0,.
0,19,23101.0,.
1,19,23042.0,.
-100,19,23070.0,0.7990422565567035
-100,19,23042.0,0.6959347550458611
-100,19,23101.0,-0.1176889008689274
-100,19,23011.0,.
