-100,-100,-100,-100,-100,-100,-100,1.0
-100,-100,-100,-100,35,-100,-100,0.8099243061396131
-100,-100,-100,-100,35,28,-100,0.24390243902439024
-100,-100,-100,-100,35,28,63,0.028595458368376788
-100,-100,-100,-100,35,28,43,0.024390243902439025
-100,-100,-100,-100,35,28,7,0.023549201009251473
-100,-100,-100,-100,35,28,22,0.023549201009251473
-100,-100,-100,-100,35,28,13,0.022708158116063918
-100,-100,-100,-100,35,28,42,0.022708158116063918
-100,-100,-100,-100,35,28,44,0.020185029436501262
-100,-100,-100,-100,35,28,46,0.020185029436501262
-100,-100,-100,-100,35,28,50,0.018502943650126155
-100,-100,-100,-100,35,28,53,0.0159798149705635
-100,-100,-100,-100,35,28,48,0.015138772077375946
-100,-100,-100,-100,35,28,67,0.008410428931875526
-100,-100,-100,-100,35,70,-100,0.14970563498738435
-100,-100,-100,-100,35,70,49,0.025231286795626577
-100,-100,-100,-100,35,70,66,0.020185029436501262
-100,-100,-100,-100,35,70,52,0.017661900756938603
-100,-100,-100,-100,35,70,45,0.01682085786375105
-100,-100,-100,-100,35,70,65,0.0159798149705635
-100,-100,-100,-100,35,70,26,0.015138772077375946
-100,-100,-100,-100,35,70,58,0.015138772077375946
-100,-100,-100,-100,35,70,59,0.01345668629100084
-100,-100,-100,-100,35,70,12,0.010092514718250631
-100,-100,-100,-100,35,29,-100,0.11269974768713205
-100,-100,-100,-100,35,29,55,0.027754415475189236
-100,-100,-100,-100,35,29,54,0.02691337258200168
-100,-100,-100,-100,35,29,41,0.021026072329688814
-100,-100,-100,-100,35,29,51,0.01934398654331371
-100,-100,-100,-100,35,29,25,0.017661900756938603
-100,-100,-100,-100,35,69,-100,0.095878889823381
-100,-100,-100,-100,35,69,56,0.023549201009251473
-100,-100,-100,-100,35,69,36,0.021026072329688814
-100,-100,-100,-100,35,69,31,0.020185029436501262
-100,-100,-100,-100,35,69,47,0.017661900756938603
-100,-100,-100,-100,35,69,14,0.01345668629100084
-100,-100,-100,-100,35,71,-100,0.06644238856181665
-100,-100,-100,-100,35,71,57,0.028595458368376788
-100,-100,-100,-100,35,71,16,0.021026072329688814
-100,-100,-100,-100,35,71,64,0.01682085786375105
-100,-100,-100,-100,35,0,-100,0.057190916736753576
-100,-100,-100,-100,35,0,2,0.022708158116063918
-100,-100,-100,-100,35,0,24,0.020185029436501262
-100,-100,-100,-100,35,0,1,0.014297729184188394
-100,-100,-100,-100,35,10,-100,0.056349873843566024
-100,-100,-100,-100,35,10,4,0.027754415475189236
-100,-100,-100,-100,35,10,3,0.018502943650126155
-100,-100,-100,-100,35,10,6,0.010092514718250631
-100,-100,-100,-100,35,30,-100,0.027754415475189236
-100,-100,-100,-100,35,30,19,0.027754415475189236
-100,-100,-100,-100,72,-100,-100,0.1900756938603869
-100,-100,-100,-100,72,28,-100,0.05971404541631623
-100,-100,-100,-100,72,28,44,0.008410428931875526
-100,-100,-100,-100,72,28,43,0.007569386038687973
-100,-100,-100,-100,72,28,63,0.007569386038687973
-100,-100,-100,-100,72,28,7,0.005887300252312868
-100,-100,-100,-100,72,28,13,0.004205214465937763
-100,-100,-100,-100,72,28,22,0.004205214465937763
-100,-100,-100,-100,72,28,42,0.004205214465937763
-100,-100,-100,-100,72,28,46,0.004205214465937763
-100,-100,-100,-100,72,28,67,0.004205214465937763
-100,-100,-100,-100,72,28,48,0.00336417157275021
-100,-100,-100,-100,72,28,53,0.00336417157275021
-100,-100,-100,-100,72,28,50,0.002523128679562658
-100,-100,-100,-100,72,70,-100,0.04289318755256518
-100,-100,-100,-100,72,70,58,0.00672834314550042
-100,-100,-100,-100,72,70,65,0.005887300252312868
-100,-100,-100,-100,72,70,26,0.005046257359125316
-100,-100,-100,-100,72,70,45,0.005046257359125316
-100,-100,-100,-100,72,70,59,0.005046257359125316
-100,-100,-100,-100,72,70,66,0.005046257359125316
