-100,-100,137033.92846,26973.0,188811.0,0.14285714285714285
2,-100,59297.74832000001,8991.0,54945.0,0.16363636363636364
6,-100,15768.631019999997,2997.0,54945.0,0.05454545454545454
8,-100,2232.1967600000003,999.0,5994.0,0.16666666666666666
15,-100,37063.173480000005,5994.0,15984.0,0.375
17,-100,0.0,0.0,18981.0,0.0
19,-100,22672.178880000003,7992.0,37962.0,0.21052631578947367
2,10,.,.,.,.
6,10,.,.,.,.
8,10,.,.,.,.
15,10,.,.,.,.
17,10,.,.,.,.
19,10,3943.8784,999.0,4995.0,0.2
-100,10,3943.8784,999.0,4995.0,0.2
2,11,.,.,.,.
6,11,12518.292599999999,1998.0,21978.0,0.09090909090909091
8,11,.,.,.,.
15,11,.,.,.,.
17,11,.,.,.,.
19,11,.,.,.,.
-100,11,12518.292599999999,1998.0,21978.0,0.09090909090909091
2,5,.,.,.,.
6,5,0.0,0.0,13986.0,0.0
8,5,.,.,.,.
15,5,.,.,.,.
17,5,.,.,.,.
19,5,0.0,0.0,1998.0,0.0
-100,5,0.0,0.0,15984.0,0.0
2,9,0.0,0.0,3996.0,0.0
6,9,3250.33842,999.0,13986.0,0.07142857142857142
8,9,.,.,.,.
15,9,.,.,.,.
17,9,.,.,.,.
19,9,0.0,1998.0,3996.0,0.5
-100,9,3250.33842,2997.0,21978.0,0.13636363636363635
2,18,.,.,.,.
6,18,.,.,.,.
8,18,.,.,.,.
15,18,.,.,.,.
17,18,.,.,.,.
19,18,16773.32764,3996.0,10989.0,0.36363636363636365
-100,18,16773.32764,3996.0,10989.0,0.36363636363636365
2,13,0.0,0.0,999.0,0.0
6,13,.,.,.,.
8,13,.,.,.,.
15,13,.,.,.,.
17,13,.,.,.,.
19,13,1954.9728400000001,999.0,7992.0,0.125
-100,13,1954.9728400000001,999.0,8991.0,0.1111111111111111
2,4,0.0,0.0,2997.0,0.0
6,4,0.0,0.0,4995.0,0.0
8,4,.,.,.,.
15,4,.,.,.,.
17,4,.,.,.,.
19,4,.,.,.,.
-100,4,0.0,0.0,7992.0,0.0
2,7,.,.,.,.
6,7,.,.,.,.
8,7,2232.1967600000003,999.0,5994.0,0.16666666666666666
15,7,.,.,.,.
17,7,.,.,.,.
19,7,0.0,0.0,4995.0,0.0
-100,7,2232.1967600000003,999.0,10989.0,0.09090909090909091
2,0,6932.67878,1998.0,8991.0,0.2222222222222222
6,0,.,.,.,.
8,0,.,.,.,.
15,0,.,.,.,.
17,0,.,.,.,.
19,0,0.0,0.0,1998.0,0.0
-100,0,6932.67878,1998.0,10989.0,0.18181818181818182
2,1,38624.23866,4995.0,14985.0,0.3333333333333333
6,1,.,.,.,.
8,1,.,.,.,.
15,1,.,.,.,.
17,1,.,.,.,.
19,1,0.0,0.0,999.0,0.0
-100,1,38624.23866,4995.0,15984.0,0.3125
2,21,.,.,.,.
6,21,.,.,.,.
8,21,.,.,.,.
15,21,.,.,.,.
17,21,0.0,0.0,6993.0,0.0
19,21,.,.,.,.
-100,21,0.0,0.0,6993.0,0.0
2,14,0.0,0.0,999.0,0.0
6,14,.,.,.,.
8,14,.,.,.,.
15,14,15543.586660000003,2997.0,9990.0,0.3
17,14,.,.,.,.
19,14,.,.,.,.
-100,14,15543.586660000003,2997.0,10989.0,0.2727272727272727
2,16,.,.,.,.
6,16,.,.,.,.
8,16,.,.,.,.
15,16,.,.,.,.
17,16,0.0,0.0,4995.0,0.0
19,16,.,.,.,.
-100,16,0.0,0.0,4995.0,0.0
2,12,0.0,0.0,2997.0,0.0
6,12,.,.,.,.
8,12,.,.,.,.
15,12,21519.586820000004,2997.0,5994.0,0.5
17,12,.,.,.,.
19,12,.,.,.,.
-100,12,21519.586820000004,2997.0,8991.0,0.3333333333333333
2,3,13740.83088,1998.0,18981.0,0.10526315789473684
6,3,.,.,.,.
8,3,.,.,.,.
15,3,.,.,.,.
17,3,.,.,.,.
19,3,.,.,.,.
-100,3,13740.83088,1998.0,18981.0,0.10526315789473684
2,20,.,.,.,.
6,20,.,.,.,.
8,20,.,.,.,.
15,20,.,.,.,.
17,20,0.0,0.0,6993.0,0.0
19,20,.,.,.,.
-100,20,0.0,0.0,6993.0,0.0
